User nb,method,density,targets Size,target num,timestamp,selected
1,Highlight,30,18,None,2021-04-11 17:28:26.390835,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.392818,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.395299,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.398274,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.400258,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.403730,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.405715,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.408195,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.410178,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.412658,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.414642,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.417123,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.419602,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.421586,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.423570,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.426050,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.428034,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.430515,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.432499,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.434482,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.436963,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.438947,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.440930,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.443411,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.445890,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.447874,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.450355,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.452835,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.454818,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.456802,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.459282,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.461267,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.462754,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.465234,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.467714,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.469202,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.471683,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.473667,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.478130,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.480114,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.482594,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.486066,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.490034,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.492514,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.494993,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.496978,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.499458,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.501443,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.503426,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.505907,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.508386,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.509874,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.511858,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.514338,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.518306,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.520786,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.522770,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.524754,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.527730,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.530210,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.533187,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.536658,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.541122,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.548067,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.553026,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:26.563442,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.046976,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.058880,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.063841,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.074257,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.080209,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.086161,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.093600,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.098064,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.105008,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.107983,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.112448,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.115424,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.118896,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.123360,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.125344,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.129808,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.131817,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.134787,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.139728,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.141712,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.143720,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.147168,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.149176,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.153121,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.155128,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.157089,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.161056,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.163040,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.165520,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.168497,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.170500,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.172989,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.176431,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.178416,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.180424,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.184368,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.186352,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.188337,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.195280,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.197293,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.202224,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.345568,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.350031,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.355983,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.361936,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.363920,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.367888,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.372351,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.374831,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.382272,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.383760,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.388223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.392192,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.394175,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.400128,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.402607,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.406576,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.414016,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.416000,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.420959,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.425919,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.427904,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.434352,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.438319,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.440303,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.442288,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.446255,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.454192,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.455680,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.467583,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.472049,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.490399,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.553391,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.558351,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.615391,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.619359,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.876783,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.882736,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.889183,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.891167,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.895630,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.900095,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.902603,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.905056,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.908031,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.910015,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.913487,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.916463,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.920431,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.922415,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.924895,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.927399,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.929360,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.931839,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.933848,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.936303,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.938783,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.941264,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.941759,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.944258,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.946744,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.948703,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.951183,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.953686,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.955672,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.958127,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.960112,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.962095,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.964576,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.967055,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.969064,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.971520,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.974000,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.977969,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.980447,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:28.985902,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.000784,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.050878,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.054846,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.058319,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.061791,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.064766,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.067743,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.070223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.072703,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.075679,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.078655,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.081135,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.083119,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.085103,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.087087,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.089567,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.092047,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.094527,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.096511,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.098991,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.099983,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.101967,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.104447,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.106927,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.109903,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.112383,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.114863,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.117343,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.119823,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.122304,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.124784,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.127263,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.129743,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.132223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.134703,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.136687,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.139168,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.141647,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.145119,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.148095,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.150575,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.153055,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.155039,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.158014,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.161982,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.166943,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.172894,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.181822,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.196702,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.210590,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.223983,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.234894,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.243327,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.246798,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.251263,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.256223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.260190,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.262671,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.265673,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.268126,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.270607,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.274589,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.277055,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.283012,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.287470,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.291935,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.298382,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.300887,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.306814,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.310286,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.318223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.320207,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.328142,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.333598,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.335583,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.341535,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.343518,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.345503,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.347983,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.350958,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.353934,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.355918,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.358894,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.364846,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.370302,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.372287,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.375262,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.379230,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.381216,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.383695,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.386174,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.388654,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.391134,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.393118,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.395103,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.397583,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.402046,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.405022,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.407998,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.410974,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.413950,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.420398,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.427342,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.435278,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.453134,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.796863,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.805293,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.807279,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.811742,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.817197,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.821166,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.824638,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.831582,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.835054,cible non selectionnee
